Track Name,Artist Name(s),Album Name,Album Release Date,Track Duration (ms),Explicit,Popularity,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Label,song_clean,artist_clean
My Love Is Like...Wo,Mýa,Moodring,2003-01-01,209490,False,53,,0.835,0.678,4.0,-6.458,1.0,0.124,0.227,6.44e-06,0.287,0.708,132.868,4.0,A&M,my love is like wo,mya
The Truth About Men,Tracy Byrd,The Truth About Men,2003-01-01,178866,False,35,Country,0.648,0.777,5.0,-5.46,1.0,0.0323,0.0657,0.0,0.344,0.895,145.889,4.0,RCA Records Label Nashville,the truth about men,tracy byrd
What The World Needs,Wynonna,What The World Needs Now Is Love,2003-08-05,215733,False,25,,0.503,0.838,5.0,-3.622,0.0,0.0574,0.08,0.0,0.0615,0.546,169.997,4.0,Curb Records,what the world needs,wynonna
99.9% Sure (I've Never Been Here Before),Brian McComas,Brian McComas,2003-01-01,193293,False,33,,0.606,0.959,7.0,-3.412,1.0,0.0522,0.0714,0.0,0.236,0.734,116.014,4.0,Lyric Street,999 sure,brian mccomas
Real Good Man,Tim McGraw,35 Biggest Hits,2015-06-16,254600,False,51,Country,0.56,0.827,2.0,-5.393,1.0,0.0266,0.00986,1.13e-05,0.328,0.639,89.93,4.0,Curb Records,real good man,tim mcgraw
Thoia Thoing,R. Kelly,The R. In R&B Collection: Volume 1,2003-09-23,221266,False,43,R&B,0.582,0.642,1.0,-4.925,1.0,0.307,0.274,2.98e-05,0.0717,0.936,85.565,4.0,Jive,thoia thoing,r kelly
Then They Do - With String Intro,Trace Adkins,"Greatest Hits Collection, Volume 1",2003-01-01,271240,False,38,Country,0.525,0.405,10.0,-8.95,1.0,0.0279,0.257,0.000971,0.0719,0.326,75.127,4.0,Capitol Nashville,then they do,trace adkins
Pon De River Pon De Bank,Elephant Man,Good 2 Go,2003-12-02,239786,False,55,Dancehall,0.692,0.677,1.0,-6.225,1.0,0.371,0.0741,0.0,0.111,0.848,101.087,4.0,VP Records,pon de river pon de bank,elephant man
Signs of Love Makin',Tyrese,I Wanna Go There,2002-12-01,245893,False,54,R&B,0.687,0.363,8.0,-10.144,1.0,0.0857,0.215,3.08e-06,0.305,0.519,137.365,4.0,J Records,signs of love makin,tyrese
The Boys of Summer,The Ataris,"So Long, Astoria",2003-03-04,258000,False,67,Pop Punk,0.251,0.954,6.0,-2.879,1.0,0.0691,0.000674,0.000132,0.0975,0.264,191.059,4.0,Columbia,the boys of summer,the ataris
Just Because,Jane's Addiction,Strays,2003-01-01,231853,False,57,Funk Rock,0.369,0.996,10.0,-1.531,0.0,0.0931,3.83e-05,0.14,0.249,0.209,98.162,4.0,Capitol Records,just because,janes addiction
Faint,Linkin Park,Meteora,2003-03-25,162106,False,86,Nu Metal,0.554,0.98,4.0,-3.514,1.0,0.108,0.127,0.0,0.0833,0.611,135.12,4.0,Warner Records,faint,linkin park
Girls & Boys,Good Charlotte,The Young and The Hopeless,2002-10-04,183493,False,65,Pop Punk,0.663,0.72,3.0,-5.497,1.0,0.0331,0.00212,0.0,0.358,0.608,135.342,4.0,Epic/Daylight,girls and boys,good charlotte
Señorita,Justin Timberlake,Justified,2002-11-04,294866,False,71,,0.841,0.63,1.0,-5.356,1.0,0.0443,0.0725,0.0,0.0742,0.876,97.964,4.0,Jive,senorita,justin timberlake
Hole in the World - 2018 Remaster,Eagles,To the Limit: The Essential Collection,2024-04-12,259013,False,46,Classic Rock,0.661,0.372,4.0,-10.791,1.0,0.0234,0.416,0.0,0.22,0.693,82.154,4.0,Rhino/Elektra,hole in the world,eagles
So Far Away,Staind,14 Shades of Grey,2003-05-13,243573,False,75,Post-Grunge,0.407,0.896,6.0,-2.935,1.0,0.063,0.012,0.0,0.196,0.156,138.697,3.0,Elektra Records,so far away,staind
Officially Missing You,Tamia,More,2004,242466,False,56,R&B,0.476,0.407,4.0,-9.239,0.0,0.0368,0.247,0.0,0.144,0.226,178.258,4.0,Elektra Records,officially missing you,tamia
24's (Vocals Only),T.I.,Trap Muzik,2003-08-18,282906,False,59,Southern Hip Hop,0.739,0.725,6.0,-4.301,1.0,0.203,0.227,0.0,0.0991,0.582,162.06,4.0,"Grand Hustle, LLC",24s,ti
Did My Time,Korn,Take A Look In The Mirror,2003-11-19,244493,False,55,Nu Metal,0.546,0.864,1.0,-3.893,1.0,0.0475,5.9e-05,0.00224,0.304,0.274,93.022,4.0,Epic,did my time,korn
Light Your Ass On Fire (feat. Pharrell) - Club Mix,"Busta Rhymes, Pharrell Williams",The Neptunes Present... Clones,2003-08-19,219680,True,40,East Coast Hip Hop,0.799,0.705,6.0,-11.768,0.0,0.294,0.0305,4.23e-06,0.365,0.705,104.878,4.0,Arista,light your a on fire,busta rhymes
"Can't Stop, Won't Stop","Young Gunz, Chingy",Tough Luv,2004-02-24,262800,True,43,Crunk,0.855,0.788,6.0,-3.041,0.0,0.219,0.00709,0.0,0.358,0.809,99.992,4.0,Def Jam Recordings,cant stop wont stop,young gunz
This One's for the Girls,Martina McBride,Martina,2003-09-30,243160,False,60,Country,0.613,0.801,8.0,-4.431,1.0,0.0354,0.0626,1.15e-05,0.124,0.609,126.966,4.0,RCA Records Label Nashville,this ones for the girls,martina mcbride
A Few Questions,Clay Walker,A Few Questions,2003-09-09,227666,False,26,Country,0.532,0.498,7.0,-6.84,1.0,0.0307,0.413,0.0,0.107,0.148,140.073,4.0,RCA Records Label Nashville,a few questions,clay walker
Amazing,Josh Kelley,For The Ride Home,2003-01-01,225600,False,42,,0.546,0.852,9.0,-5.058,1.0,0.0365,0.0128,0.0,0.128,0.831,96.907,4.0,Hollywood Records,amazing,josh kelley
So Yesterday,Hilary Duff,Metamorphosis,2003-01-01,215333,False,61,,0.552,0.802,0.0,-3.799,1.0,0.0615,0.215,0.0,0.275,0.776,78.21,4.0,Hollywood Records,so yesterday,hilary duff
Who Wouldn't Wanna Be Me,Keith Urban,Greatest Hits,2007-01-01,221120,False,51,Country,0.666,0.817,2.0,-6.072,1.0,0.0453,0.117,1.18e-05,0.0668,0.826,120.019,4.0,Capitol Nashville,who wouldnt wanna be me,keith urban
Show Me How to Live,Audioslave,Audioslave,2002-11-17,277840,False,76,Grunge,0.433,0.854,9.0,-3.868,1.0,0.0483,0.000336,0.000177,0.162,0.368,89.4,4.0,Epic/Interscope,show me how to live,audioslave
She Only Smokes When She Drinks,Joe Nichols,Man With A Memory,2002-01-01,202040,False,48,Country,0.639,0.457,4.0,-7.749,1.0,0.029,0.0805,0.000147,0.114,0.199,77.976,4.0,Show Dog Universal Music,she only smokes when she drinks,joe nichols
Crazy,Javier,Javier,2003-01-01,293053,False,30,Neo Soul,0.678,0.783,7.0,-4.855,0.0,0.0283,0.00196,0.0,0.0462,0.645,90.47,4.0,Capitol Records,crazy,javier
Step In the Name of Love - Remix,R. Kelly,Chocolate Factory,2003,432146,False,55,R&B,0.775,0.53,1.0,-6.564,0.0,0.119,0.2,0.0,0.231,0.775,94.985,4.0,Jive,step in the name of love,r kelly
Tough Little Boys,Gary Allan,See If I Care,2003-01-01,237333,False,50,Country,0.548,0.402,2.0,-8.727,1.0,0.0247,0.698,0.000114,0.135,0.214,84.211,4.0,MCA Nashville,tough little boys,gary allan
Harder To Breathe,Maroon 5,Songs About Jane: 10th Anniversary Edition,2002,173693,True,70,Pop,0.662,0.908,1.0,-4.764,0.0,0.0449,0.0506,0.0,0.0508,0.967,149.941,4.0,Interscope Records*,harder to breathe,maroon 5
I Melt,Rascal Flatts,Melt,2002-01-01,234253,False,49,Country,0.573,0.662,9.0,-4.461,1.0,0.0265,0.209,3.92e-05,0.323,0.256,140.046,4.0,Lyric Street,i melt,rascal flatts
Someday,Nickelback,The Long Road,2003-09-23,207466,False,77,Post-Grunge,0.455,0.858,11.0,-5.659,0.0,0.0391,0.000616,0.000247,0.226,0.597,163.118,4.0,Roadrunner Records,someday,nickelback
Where The Hood At,DMX,Grand Champ,2003-01-01,286266,True,71,East Coast Hip Hop,0.532,0.947,8.0,-3.063,1.0,0.353,0.151,0.0,0.356,0.791,186.113,4.0,RAL (Rush Associated Label),where the hood at,dmx
Walk A Little Straighter,Billy Currington,Billy Currington,2003-01-01,223733,False,42,Country,0.555,0.381,8.0,-8.448,1.0,0.0263,0.391,0.0,0.105,0.174,131.836,4.0,Mercury Nashville,walk a little straighter,billy currington
Danger,Erykah Badu,Worldwide Underground,2003-09-01,349000,False,39,Neo Soul,0.801,0.537,11.0,-10.595,1.0,0.46,0.02,3.71e-05,0.111,0.433,89.064,4.0,UNI/MOTOWN,danger,erykah badu
Lovin' All Night,Patty Loveless,16 Biggest Hits,2007,217266,False,15,Country,0.493,0.781,4.0,-8.663,0.0,0.0487,0.22,2.29e-06,0.122,0.729,171.982,4.0,Epic/Legacy,lovin all night,patty loveless
Here Without You,3 Doors Down,Away From The Sun,2002-11-12,238733,False,82,Post-Grunge,0.557,0.533,10.0,-6.817,0.0,0.0252,0.0492,0.0,0.205,0.233,143.994,4.0,Universal Records,here without you,3 doors down
Bigger Than My Body,John Mayer,Heavier Things,2003-09-09,265960,False,52,Singer-Songwriter,0.608,0.937,4.0,-3.071,1.0,0.033,0.0121,0.0403,0.309,0.515,117.304,4.0,Aware/Columbia,bigger than my body,john mayer
Wave on Wave,Pat Green,Wave On Wave,2003-01-01,244373,False,58,Texas Country,0.671,0.755,2.0,-5.274,1.0,0.0252,0.178,2.64e-05,0.0675,0.362,103.552,4.0,Universal Records,wave on wave,pat green
Rain On Me,Ashanti,Chapter II,2003-01-01,297960,False,64,R&B,0.606,0.699,8.0,-3.103,0.0,0.0337,0.343,1.89e-06,0.0757,0.509,83.701,4.0,"I.G. Records, Inc./Universal Records",rain on me,ashanti
Heaven,Live,Birds Of Pray,2003-01-01,229786,False,51,Post-Grunge,0.394,0.816,8.0,-6.295,1.0,0.0403,0.000553,0.0,0.0775,0.36,184.813,4.0,Radioactive,heaven,live
Roun' the Globe,Nappy Roots,Wooden Leather (Explicit Content U.S. Version),2003-08-21,243533,True,27,Southern Hip Hop,0.813,0.781,5.0,-4.899,1.0,0.0427,0.0569,5.66e-06,0.088,0.452,108.981,4.0,Atlantic Records,roun the globe,nappy roots
Ooh!,Mary J. Blige,Love & Life,2003-01-01,247680,False,30,R&B,0.635,0.8,11.0,-6.075,0.0,0.0339,0.000284,0.000254,0.0627,0.283,93.06,4.0,Geffen*,ooh,mary j blige
Walked Outta Heaven,Jagged Edge,Hard,2003-10-07,270880,False,59,R&B,0.67,0.616,10.0,-6.123,1.0,0.225,0.573,0.0,0.0535,0.523,120.129,4.0,Sony Urban Music/Columbia,walked outta heaven,jagged edge
I Love This Bar,Toby Keith,Shock 'N Y'all,2003-11-04,335333,False,70,Country,0.608,0.824,2.0,-6.303,1.0,0.0419,0.0246,0.00648,0.346,0.451,115.049,4.0,DreamWorks Nashville,i love this bar,toby keith
Got Some Teeth,Obie Trice,Cheers,2003-01-01,227026,True,46,,0.785,0.864,10.0,-2.955,0.0,0.192,0.19,9.19e-06,0.345,0.776,106.495,4.0,Interscope,got some teeth,obie trice
Somnambulist (Simply Being Loved),BT,Emotional Technology,2003-08-05,261173,False,27,Trance,0.631,0.856,6.0,-5.317,1.0,0.0451,0.00552,5.16e-05,0.11,0.518,135.974,4.0,Nettwerk Music Group,somnambulist,bt
Holidae In,"Chingy, Ludacris, Snoop Dogg",Jackpot,2003-01-01,314400,True,61,Crunk,0.81,0.791,7.0,-5.909,1.0,0.181,0.0897,0.0,0.0838,0.948,153.066,4.0,Capitol Records,snoop dogg,snoop dogg
Low,Kelly Clarkson,Thankful,2003-04-15,208640,False,31,Christmas,0.545,0.855,8.0,-5.01,1.0,0.034,0.0296,0.0,0.0909,0.487,142.824,4.0,RCA Records Label,low,kelly clarkson
White Flag,Dido,Life For Rent,2003-09-03,240600,False,65,,0.509,0.538,5.0,-6.835,1.0,0.0379,0.306,5.03e-06,0.091,0.284,170.111,4.0,Arista,white flag,dido
Why Can't I?,Liz Phair,Liz Phair,2003-01-01,208360,True,61,,0.487,0.759,11.0,-4.849,1.0,0.0405,0.0273,0.0,0.165,0.227,80.958,4.0,Capitol Records,why cant i,liz phair
(There's Gotta Be) More To Life,Stacie Orrico,Stacie Orrico,2003-01-01,200386,False,60,,0.58,0.922,1.0,-3.785,1.0,0.0957,0.0917,0.0,0.189,0.649,89.841,4.0,Virgin Records,more to life,stacie orrico
Find A Way,Dwele,Subject,2003-01-01,249573,False,51,Neo Soul,0.712,0.657,10.0,-5.888,0.0,0.149,0.0577,0.0,0.234,0.437,97.993,4.0,Virgin Records,find a way,dwele
Bright Lights,Matchbox Twenty,More Than You Think You Are,2002-11-01,234426,False,60,Post-Grunge,0.319,0.732,4.0,-4.475,1.0,0.0436,0.0134,0.0,0.658,0.2,80.195,4.0,Atlantic Records,bright lights,matchbox twenty
Weak And Powerless,A Perfect Circle,Thirteenth Step,2003-01-01,195133,False,65,Alternative Metal,0.483,0.841,1.0,-7.494,0.0,0.0523,0.000172,0.861,0.108,0.13,159.747,3.0,Virgin Records,weak and powerless,a perfect circle
Knock Knock,Monica,After The Storm,2003,257653,False,39,R&B,0.777,0.588,10.0,-8.651,1.0,0.373,0.414,4.79e-05,0.146,0.54,88.915,4.0,J Records,knock knock,monica
Rest In Pieces,Saliva,Back Into Your System,2002-11-12,226733,False,45,Nu Metal,0.403,0.779,1.0,-4.89,1.0,0.0338,0.123,0.0,0.0772,0.198,156.064,4.0,Mercury Records,rest in pieces,saliva
Rubberneckin',Elvis Presley,Almost in Love,1970-10-01,133813,False,51,Rockabilly,0.623,0.613,10.0,-10.099,1.0,0.0698,0.231,0.0,0.12,0.918,144.334,4.0,RCA/Legacy,rubberneckin,elvis presley
Naggin',Ying Yang Twins,Me & My Brother,2003-09-16,263226,True,46,Crunk,0.708,0.854,1.0,-5.724,0.0,0.0322,0.000682,0.0,0.278,0.914,100.005,4.0,The Orchard,naggin,ying yang twins
Read Your Mind,Avant,Private Room,2003-01-01,263506,False,60,R&B,0.755,0.381,8.0,-6.696,0.0,0.0706,0.288,5.17e-06,0.0974,0.69,73.108,4.0,Geffen*,read your mind,avant
Cowboys Like Us,George Strait,Honkytonkville,2003-01-01,219160,False,55,Country,0.477,0.553,0.0,-6.094,1.0,0.0302,0.213,1.31e-06,0.201,0.299,128.416,3.0,MCA Nashville,cowboys like us,george strait
If I Can't,50 Cent,Get Rich Or Die Tryin',2003-02-06,196640,True,66,East Coast Hip Hop,0.892,0.631,11.0,-2.522,0.0,0.302,0.244,0.0,0.0235,0.838,93.977,4.0,Shady Records,if i cant,50 cent
Honesty (Write Me A List),Rodney Atkins,Honesty,2003-10-14,255386,False,29,Country,0.576,0.496,6.0,-6.716,1.0,0.0264,0.0355,0.0,0.162,0.236,77.006,4.0,Curb Records,honesty,rodney atkins
Milkshake - Radio Mix,Kelis,Tasty,2003-12-05,182626,False,60,,0.891,0.77,1.0,-6.124,1.0,0.0439,0.00862,0.0315,0.155,0.819,112.997,4.0,Arista,milkshake,kelis
Stacy's Mom,Fountains Of Wayne,Welcome Interstate Managers,2003-01-01,197986,False,78,Power Pop,0.774,0.75,11.0,-4.927,0.0,0.0412,0.00207,1.78e-05,0.0808,0.927,118.015,4.0,S-Curve Records,stacys mom,fountains of wayne
I Can Only Imagine,MercyMe,Almost There,2001-08-14,248253,False,71,Christian,0.42,0.612,4.0,-5.359,1.0,0.048,0.0917,0.0,0.0914,0.135,159.685,4.0,Ino/Epic,i can only imagine,mercyme
Bomb Intro / Pass That Dutch,Missy Elliott,This Is Not a Test!,2003-11-01,217200,True,63,Hip Hop,0.899,0.645,10.0,-11.621,0.0,0.271,0.0435,0.101,0.358,0.348,110.895,4.0,EastWest,pass that dutch,missy elliott
Hey Ya!,Outkast,Speakerboxxx/The Love Below,2003,235213,True,86,Southern Hip Hop,0.727,0.974,4.0,-2.261,0.0,0.0664,0.103,0.000532,0.174,0.965,79.526,4.0,Arista,hey ya,outkast
Trouble,P!nk,Try This,2003-11-10,193600,False,60,,0.572,0.933,7.0,-2.705,1.0,0.05,0.00825,0.0,0.244,0.848,135.56,4.0,Arista/Legacy,trouble,pnk
Waiting for You,Seal,Seal IV,2003-09-02,223493,False,26,,0.635,0.656,5.0,-5.04,0.0,0.0403,0.042,0.0,0.115,0.579,99.049,4.0,Warner Records,waiting for you,seal
Bad Boy This Bad Boy That,Bad Boy's Da Band,Too Hot For T.V.,2003,196693,False,29,,0.854,0.705,1.0,-8.314,1.0,0.298,0.0262,0.0,0.0336,0.701,99.989,4.0,Bad Boy Records,bad boy this bad boy that,bad boys da band
Fallen (Album Mix),Sarah McLachlan,Afterglow,2003,227000,False,45,,0.503,0.492,2.0,-7.607,0.0,0.0357,0.61,2.4e-05,0.0853,0.352,74.967,4.0,Arista,fallen,sarah mclachlan
The First Cut Is The Deepest,Sheryl Crow,The First Cut Is The Deepest,2003-01-01,226200,False,53,,0.501,0.749,2.0,-4.537,1.0,0.0279,0.0176,0.0,0.114,0.673,159.817,4.0,A&M,the first cut is the deepest,sheryl crow
Clap Back,Ja Rule,Blood In My Eye,2003-01-01,296466,True,62,East Coast Hip Hop,0.632,0.786,9.0,-5.596,1.0,0.354,0.0415,1.2e-05,0.0527,0.699,94.499,4.0,"I.G. Records, Inc./Universal Records",clap back,ja rule
It's My Life,No Doubt,The Set List,2024-04-26,225866,False,68,,0.606,0.75,8.0,-4.535,0.0,0.0306,0.0026,0.000795,0.321,0.771,126.316,4.0,UME - Global Clearing House,its my life,no doubt
Perfect,Simple Plan,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",2002-03-19,277026,False,74,Pop Punk,0.494,0.672,3.0,-4.877,1.0,0.0405,0.0273,0.0,0.105,0.557,156.208,4.0,Rhino Atlantic,perfect,simple plan
Chicks Dig It - Single Edit,Chris Cagle,Chris Cagle,2003-01-01,210560,False,58,Country,0.596,0.921,7.0,-4.987,1.0,0.0504,0.0221,0.0,0.303,0.703,104.024,4.0,Capitol Nashville,chicks dig it,chris cagle
Hell Yeah,Montgomery Gentry,My Town,2002-08-19,289560,False,54,Country,0.372,0.872,0.0,-6.651,1.0,0.056,0.0185,0.0,0.368,0.65,173.525,4.0,Columbia,hell yeah,montgomery gentry
Stunt 101,G-Unit,Beg For Mercy,2003-01-01,232226,True,62,Gangster Rap,0.675,0.779,6.0,-1.439,0.0,0.402,0.161,0.0,0.0656,0.553,95.739,4.0,G-Unit Records,stunt 101,g unit
Love You More,Ginuwine,The Senior,2003-04-08,241373,False,47,R&B,0.661,0.422,8.0,-6.918,0.0,0.0282,0.0881,3.03e-06,0.164,0.426,117.006,4.0,Epic,love you more,ginuwine
This Is How We Do,Big Tymers,Big Money Heavyweight,2003-09-09,271520,True,48,Southern Hip Hop,0.939,0.745,2.0,-4.084,1.0,0.148,0.0293,0.000114,0.0497,0.784,101.026,4.0,Cash Money,this is how we do,big tymers
Breathe,Michelle Branch,Hotel Paper,2003-06-24,211773,False,62,,0.644,0.753,6.0,-4.296,1.0,0.0391,0.0279,0.00227,0.108,0.209,117.148,4.0,Maverick,breathe,michelle branch
Numb,Linkin Park,Meteora,2003-03-25,187520,False,90,Nu Metal,0.488,0.87,6.0,-4.185,0.0,0.0421,0.00353,0.0,0.484,0.211,110.072,4.0,Warner Records,numb,linkin park
Walking In Memphis,Lonestar,Simply The Hits,2011-04-19,257733,False,50,Country,0.68,0.717,0.0,-5.184,1.0,0.0286,0.27,0.0,0.075,0.664,129.035,4.0,StarVista Music,walking in memphis,lonestar
You Can't Take the Honky Tonk out of the Girl,Brooks & Dunn,The Greatest Hits Collection II,2004-10-19,208933,False,45,Country,0.573,0.949,5.0,-2.799,1.0,0.0382,0.00881,3.84e-05,0.277,0.756,114.273,4.0,Arista Nashville,you cant take the honky tonk out of the girl,brooks  dunn
There Goes My Life,Kenny Chesney,When The Sun Goes Down,2004-01-22,302666,False,62,Country,0.577,0.483,4.0,-8.141,1.0,0.0324,0.0337,6.22e-06,0.3,0.218,135.77,4.0,BNA Records Label,there goes my life,kenny chesney
Forthenight,"Musiq Soulchild, Aaries",soulstar,2003-01-01,229466,False,50,Neo Soul,0.697,0.678,3.0,-7.133,0.0,0.234,0.256,0.0,0.191,0.785,101.051,4.0,Def Soul,forthenight,musiq
Change Clothes,JAY-Z,The Black Album,2003-11-14,258426,True,52,Hip Hop,0.895,0.628,10.0,-3.79,1.0,0.0473,0.0412,0.0,0.059,0.34,104.009,4.0,Roc Nation / Jay-Z,change clothes,jayz
You Don't Know My Name,Alicia Keys,The Diary Of Alicia Keys,2003-12-02,366733,False,71,R&B,0.264,0.663,9.0,-8.264,1.0,0.187,0.59,0.00443,0.342,0.249,167.078,4.0,J Records,you dont know my name,alicia keys
Still Frame,Trapt,Trapt,2002-11-05,271093,True,56,Post-Grunge,0.445,0.932,4.0,-4.739,1.0,0.316,0.000866,0.0,0.108,0.51,113.945,4.0,RT Industries,still frame,trapt
"Me, Myself and I",Beyoncé,Dangerously In Love,2003-06-24,301133,False,65,,0.75,0.458,1.0,-9.092,1.0,0.0803,0.226,3.25e-05,0.137,0.536,83.61,4.0,Columbia,me myself and i,beyonce
Take Me Away,Fefe Dobson,Fefe Dobson,2003-01-01,209706,False,42,,0.588,0.916,1.0,-4.573,0.0,0.0373,0.00179,0.000646,0.295,0.768,110.045,4.0,Island Mercury,take me away,fefe dobson
Invisible,Clay Aiken,Measure Of A Man,2003-08-15,243866,False,41,Christmas,0.565,0.777,2.0,-5.516,0.0,0.037,0.152,0.0,0.35,0.593,110.092,4.0,RCA Records Label,invisible,clay aiken
Away From Me,Puddle Of Mudd,Life On Display,2003-11-25,238466,True,51,Post-Grunge,0.388,0.943,8.0,-2.927,1.0,0.104,0.000306,0.0,0.168,0.162,154.721,4.0,Flawless Records,away from me,puddle of mudd
More & More,Joe,And Then...,2003-12-09,223693,False,53,R&B,0.7,0.508,5.0,-7.32,0.0,0.0577,0.189,0.0,0.0938,0.464,139.974,4.0,Jive,more  more,joe
The Voice Within,Christina Aguilera,Stripped,2002-07-19,304013,False,57,,0.484,0.439,2.0,-5.995,1.0,0.0336,0.556,0.0,0.251,0.157,69.945,4.0,RCA Records Label,the voice within,christina aguilera
Fallen,Mýa,Moodring,2003-01-01,214600,False,52,,0.669,0.61,1.0,-8.217,1.0,0.0457,0.119,2.75e-05,0.53,0.428,94.439,4.0,A&M,fallen,mya
Drinkin' Bone,Tracy Byrd,The Truth About Men,2003-01-01,131866,False,59,Country,0.77,0.833,5.0,-4.536,1.0,0.028,0.0793,0.0,0.0819,0.964,109.928,4.0,RCA Records Label Nashville,drinkin bone,tracy byrd
I Hate Everything About You,Three Days Grace,Three Days Grace,2003-04-19,231480,False,84,Post-Grunge,0.498,0.83,6.0,-5.157,0.0,0.0421,0.00461,0.0,0.139,0.453,89.342,4.0,Jive,everything about you,three days grace
Through The Wire,Kanye West,The College Dropout,2004-02-10,221226,True,77,Rap,0.571,0.739,7.0,-6.11,1.0,0.247,0.00865,5.21e-06,0.158,0.66,83.089,4.0,Roc-A-Fella,through the wire,kanye west
I Need You Now,Smokie Norful,I Need You Now,2002-01-01,251466,False,54,Gospel,0.339,0.273,5.0,-9.945,0.0,0.0309,0.729,0.0,0.152,0.304,96.804,3.0,EMI Gospel (EGS),i need you now,smokie norful
She's Not Just A Pretty Face - Red Version,Shania Twain,Up!,2002-01-01,229026,False,42,Country,0.565,0.878,9.0,-4.388,1.0,0.0385,0.0441,0.0,0.365,0.451,98.986,4.0,Mercury Nashville,shes not just a pretty face,shania twain
One More Chance,Michael Jackson,Number Ones,1979,229000,False,48,,0.476,0.596,7.0,-4.234,1.0,0.0705,0.108,0.0,0.138,0.549,80.74,4.0,Epic,one more chance,michael jackson
F**k It (I Don't Want You Back),Eamon,F**k It,2004-01-28,225666,False,30,,0.814,0.611,0.0,-6.154,0.0,0.0491,0.0781,0.000134,0.0406,0.533,68.493,4.0,Jive,fk it,eamon
Remember When,Alan Jackson,34 Number Ones,2010-11-19,271280,False,62,Country,0.558,0.314,2.0,-10.623,1.0,0.0295,0.709,0.000319,0.193,0.267,125.59,4.0,Arista Nashville,remember when,alan jackson
I Wanna Do It All,Terri Clark,Pain To Kill,2003-01-01,173333,False,44,Country,0.626,0.886,4.0,-4.787,1.0,0.034,0.0668,0.0,0.118,0.782,132.905,4.0,Mercury Nashville,i wanna do it all,terri clark
Watch The Wind Blow By,Tim McGraw,Tim McGraw And The Dancehall Doctors,2002-11-26,276400,False,41,Country,0.517,0.608,10.0,-7.206,1.0,0.0265,0.0924,0.0,0.0707,0.506,62.65,5.0,Curb Records,watch the wind blow by,tim mcgraw
Long Black Train,Josh Turner,Long Black Train,2003-01-01,250626,False,64,Country,0.538,0.699,10.0,-6.615,1.0,0.0399,0.238,2.23e-05,0.114,0.814,84.914,4.0,MCA Nashville,long black train,josh turner
Are You Gonna Be My Girl,Jet,Get Born (Deluxe Edition),2003-09-14,213800,False,80,,0.606,0.957,2.0,-3.404,1.0,0.0814,0.00117,0.000295,0.14,0.603,105.105,4.0,BMG Rights Management (US) LLC,are you gonna be my girl,jet
Hit That,The Offspring,Splinter,2003-12-09,169413,False,69,Punk,0.704,0.809,4.0,-3.045,1.0,0.0321,0.0233,0.0,0.0596,0.962,131.952,4.0,Concord Records,hit that,the offspring
